News,Label
Wipro shares jump over 2% as Nifty gains,1.0
Vodafone Idea shares down 0.88% as Nifty gains,1.0
YES Bank shares zoom 56.74% as Nifty gains,1.0
"Sensex drops 350 points, Nifty tests 9,100; YES Bank jumps 10%",0.0
"Tech View: Nifty likely to trade in wide range, may retest recent low",0.0
Nifty Metal index looking most lucrative: Expert,1.0
"Nifty option prices jump four-fold, deter traders",0.0
"Trade setup: Nifty50 likely to remain volatile, avoid chasing technical pullback",0.0
"Sensex stages best-ever rebound, zooms 1,325 pts; Nifty reclaims 9,900",1.0
"Sensex, Nifty hit lower circuit: Sebi, stock exchanges ready measures to control volatility",0.0
"What made Sensex, Nifty hit lower circuit today? Here are the key factors",0.0
"Sensex, Nifty plunge 10%, hit lower circuit; Maruti slumps 10%",0.0
"Nifty, Sensex trading halted for 45 minutes, indices hit 10% lower circuit limits",0.0
"Decoded: What triggered worst fall in Sensex, Nifty",0.0
"Tech View: Bears not done with Nifty assault, eye breach of 9,500",0.0
"Corona carnage: Sensex, Nifty log worst-ever fall in history",0.0
How bad can it get? 43 Nifty stocks enter bear market,0.0
Nifty earnings yield exceeds bond yields by big margin,1.0
Share market update: Nifty Energy Index down; GAIL slumps 8%,0.0
Share market update: Nifty Financial Services index up; Edelweiss gains 4%,1.0
"Options data hint at 9,843 as strong support for Nifty",1.0
"Nifty headed to 10,200 or lower, may bounce if global markets recover",0.0
"Sensex plummets 1,942 points to log worst day ever; Nifty below 10,500; Reliance plunges 13%",0.0
Share market update: Nifty Energy Index dips; RIL falls 9%,0.0
Sensex down by 1600 points. Nifty slips to a 7-month low,0.0
"Sensex plunges 1,100 points on steep fall in crude prices; Nifty below 10,700",0.0
Nifty Next 50 should outperform Nifty50 from current levels,1.0
Rising virus fears to add to selling pressure on Nifty,0.0
Dalal Street Week Ahead: Nifty likely to attempt technical rebound in truncated week,1.0
"Sensex, Nifty tumble into correction territory; fall 11% from highs",0.0
"Nifty down 11% from highs, but fall not over yet: CLSA",0.0
"Sensex gains 61 pts, Nifty ends above 11,250; Yes Bank spurts 27%",1.0
Share market update: Nifty Energy Index up; BPCL gains 2%,1.0
"Sensex rises 200 points on firm global cues; Nifty above 11,300",1.0
"Sensex climbs 270 points, Nifty nears 11,350; Vedanta gains 4%",1.0
"Trade setup: Nifty to stay volatile; holding 11,000 level key for bulls",0.0
"Sensex drops 100 points, Nifty below 11,300 as Fed rate cut fails to soothe investors",0.0
"Sensex rises 60 points, Nifty above 11,300; RCom gains 4%",1.0
"Sensex snaps 7-day losing streak, jumps 480 pts; Nifty tops 11,300",0.0
"If Nifty breaks losing streak, these 17 stocks likely to be first big gainers",0.0
"New virus cases in India spook D-Street; Sensex ends 153 pts lower, Nifty below 11,150",0.0
Share market update: Nifty Energy Index up; Adani Transmissions rises 3%,1.0
"Sensex gains 750 points, Nifty tops 11,400; ICICI Bank rises 4%",1.0
Trade setup: Nifty oversold; but don’t try to catch a falling knife,0.0
Tech View: Nifty negates Hammer pattern; Vix climbs to extreme high,1.0
"F&O rollover hints volatility to continue, Nifty hits 4-month low",0.0
"F&O: Pain may persist in market if Nifty50 remains below 11,535",0.0
"Sensex catches global flu, falls 392 pts, Nifty below 11,700",0.0
"Sensex tanks 392 points, Nifty below 11,700; investors lose Rs 5.50 lakh crore in 4 days",0.0
"Sensex falls 385 points, Nifty below 11,700 as coronavirus fears hit risk appetite",0.0
"Trade setup: Nifty may stage a pullback, has stiff hurdle in 11,900-11,960 zone",0.0
F&O: India Vix on verge of trendline breakout; Nifty range shifts lower,0.0
"Sensex drops for third day, Nifty below 11,800; RIL, Sun Pharma weigh",0.0
"Sensex loses 82 points, Nifty closes below 11,850; Adani Gas drops 6%",0.0
Share market update: Nifty commodities index down; HPCL falls 2%,0.0
Share market update: Nifty Financial Services index up; HDFC Life rises 3%,1.0
"Sensex rises 100 points mirroring gains in Asian markets; Nifty above 11,850",1.0
"Sensex rises 100 pts on recovery in Asian markets, Nifty above 11,850",1.0
"As coronavirus spreads, so do fears; Nifty may break below 11,682",0.0
"Sensex falls 807 points, Nifty below 11,850; VIX spikes 26%",0.0
Nifty may see 3-5% earnings cut due to coronavirus: Manish Sonthalia,0.0
Share market update: Nifty commodities index down; SAIL slumps 6%,0.0
"Nifty can head higher if it holds above 12,000",1.0
"Trade setup: Nifty likely to test 20-DMA, at risk of slipping below crucial levels",0.0
Tech View: Nifty50 forms bearish candle; but the bias stays positive,1.0
"Reliance, HDFC twins pull Sensex lower; Nifty below 12,100",0.0
"Tech View: Bulls make a comeback, but Nifty has stiff hurdle at 12,170",0.0
"Sensex snaps 4-day losing run; Nifty tops 12,100",0.0
Share market update: Nifty Energy Index rises; Adani Transmissions up 3%,1.0
Share market update: Nifty Financial Services index up; ICICI Pru rises 3%,1.0
"Sensex gains 340 points, Nifty tops 12,100; Aurobindo Pharma jumps 14%",1.0
"Nifty tops 12,100, Sensex jumps 360 points as new coronavirus cases decline",0.0
Shree Cement rallies 5% on inclusion in Nifty50; YES Bank drops,0.0
"FIIs add bearish bets on Nifty; fall below 12,000 could take index to 11,816",0.0
"F&O: Nifty trading range shifts lower to 11,900-12,250 zone",0.0
"Tech View: Nifty forms 'Hammer' candle; has stiff hurdle at 12,030 level",0.0
"Sensex falls 161 pts, Nifty ends below 12,000; Voda Idea tanks 11%",0.0
Share market update: Nifty Energy Index down; Adani Transmissions falls 4%,0.0
"Nifty below 12,000, Sensex drops 330 points amid coronavirus concerns",0.0
"F&O: Nifty correction may halt near 12,000 level",0.0
"Sensex falls for 3rd day as banks bleed on AGR ruling; Nifty slips below 12,050",0.0
"Sensex drops 170 pts, Nifty ends at 12,046; ONGC, NTPC fall 3% each",0.0
"Nifty, Sensex rangebound amid mixed global cues; VIX rises 4%",1.0
"Sensex gains 150 points, Nifty tops 12,150; Voda Idea soars 18%",1.0
"Bank, FMCG stocks drag Sensex 202 pts lower; Nifty ends at 12,113",0.0
"Sensex rises 180 points, Nifty tops 12,200; Uflex gains 4%",1.0
"Virus scare, inflation fears send Sensex 106 points lower; Nifty below 12,200",0.0
"Sensex dips 50 points, Nifty below 12,220; IRCTC jumps 10% on strong Q3 results",1.0
"Nifty unlikely to break 12,000, say F&O analysts",0.0
"Trade setup: Post short-covering push, Nifty needs fresh buying to go higher",1.0
"Firm global cues propel Sensex 350 points higher; Nifty tops 12,200",1.0
Share market update: Nifty Financial Services index up; HDFC rises 1%,1.0
"Sensex jumps 250 points, Nifty top 12,150; MMTC gains 7%",1.0
Tech View: Nifty forms Gravestone Doji; traders indecisive at higher levels,1.0
"Sensex rises 237 points on fewer new coronavirus cases; Nifty reclaims 12,100",1.0
"Sensex gains 237 points, Nifty tops 12,100; NTPC up 3%",1.0
"Sensex surges over 400 pts, Nifty reclaims 12,150; RIL, SBI lead gains",1.0
"Sensex drops 162 points, Nifty below 12,050; M&M plunges 7%",0.0
"Coronavirus scare, poor Q3 results send Sensex 162 points lower; Nifty below 12,050",0.0
"Sensex drops 100 points on weak global cues; Nifty trades at 12,080",0.0
"Sensex sheds 300 points on weak global cues; Nifty below 12,000",0.0
F&O: Nifty setup stays bullish despite negative close; volatility cooling off,0.0
"Sensex, Nifty snap 4-day winning run; realty, auto stocks weigh",1.0
Share market update: Nifty Financial Services index down; Edelweiss falls 2%,0.0
"Sensex drops 50 points, Nifty flat amid weak global cues; IT stocks gain",0.0
"Tech View: Nifty50 support shifts higher; next target at 12,200 level",1.0
"Sensex rises 163 points, Nifty tops 12,100; SBI jumps 4%",1.0
"Sensex, Nifty gain post RBI policy outcome; Housing finance firms spike up to 5%",1.0
Share market update: Nifty Energy Index up; GAIL rises 1%,1.0
"Sensex rises over 100 pts; Nifty tops 12,100; ITI jumps 10%",1.0
"Sensex rises 130 points, Nifty above 12,100; ITI surged 10%",1.0
"F&O: Nifty supports shift higher, sentiment turns in favour of bulls",1.0
"Tech View: Nifty looks strong, but Golden Ratio may bring back bears",1.0
Share market update: Nifty Energy Index up; BPCL rises 5%,1.0
"Sensex gains 100 pts on firm global cues; Nifty reclaims 12,000",1.0
"Sensex up 70 points, Nifty near 12,000; Bajaj Auto gains 2%",1.0
Call ratio spread ideal to play Nifty upside: Analysts,1.0
"Trade setup: Nifty may consolidate at higher levels, stay cautious",1.0
F&O: Nifty50 is on the verge of retesting breakdown trendline,0.0
"Sensex rallies over 400 pts, Nifty above 11,800; RIL, HDFC lead gains",1.0
"Trade setup: Nifty has hurdles at 11,740, 11,795; stay stock specific",0.0
"Tech View: No relief in sight for the bulls, as Nifty still looks weak",0.0
"Sensex rises 137 points; Nifty tops 11,700; HUL gains 5%",1.0
Share market update: Nifty Energy Index up; BPCL gains 4%,1.0
"Sensex drops 100 points on global selloff; Nifty slips below 11,650",0.0
"Sensex drops 100 points, Nifty slips below 11,650; ITC tanks 3%",0.0
"Nifty could decline to 11,500 or even lower",0.0
"Tech View: As Nifty flirts with 200-day EMA, analysts advise 'sell on rise'",1.0
Share market update: Nifty Financial Services index down; SBI Life falls 7%,0.0
"Sensex drops 200 points, Nifty below 11,900; TechM drop 3%",0.0
"Sensex drops 275 points, Nifty near 11,950; TechM, Power Grid slide post Q3 show",0.0
"Trade setup for Budget day: Nifty has strong support at 11,900, 11,850",1.0
"Sensex drops 190 points as investors digest Economic Survey; Nifty ends at 11,962",0.0
"Sensex falls 190 points, Nifty ends at 11,962; VIX spikes 3%",0.0
Share market update: Nifty Energy Index down; ONGC falls 5%,0.0
MF exposure to top 10 Nifty cos at a decadal high in quest for alpha,1.0
Trade setup: Nifty hurdles shift lower; volatility likely to rise,0.0
"Tech View: Nifty defends 12,000 mark, needs to break 12,170 for further rise",0.0
"Sensex drops 285 points, Nifty ends at 12,036; PEL falls 7%",0.0
"Sensex falls over 150 pts, Nifty slips below 12,100",0.0
"Sensex falls 150 points, Nifty below 12,100; DHFL tanks 5%",0.0
Trade setup: Nifty halting pullback at 50-DMA is negative signal for short term,0.0
"Sensex gains 230 pts, Nifty above 12,100; Bajaj Fin rallies 5%",1.0
"Sensex gains 232 points, Nifty tops 12,100; Bajaj Finance surges 5%",1.0
Share market update: Nifty Energy Index up; HPCL rises 2%,1.0
"Sensex gains 250 points, Nifty nears 12,150; metal stocks spike",1.0
"Trade setup: Nifty50 outlook bearish, has stiff hurdle at 12,100 level",0.0
"Tech View: Nifty slips below 50-EMA, braces for more weakness",0.0
"Sensex 188 pts lower; Nifty ends near 12,050",0.0
"Sensex drops 188 pts as Q3 results disappoint; Nifty ends near 12,050",0.0
"Sensex gains 100 points, Nifty nears 12,150; Wockhardt rises 5%",1.0
"Sensex gains 100 points, Nifty nears 12,150; Wockhardt rises 5%",1.0
Trade setup: Nifty50 likely to fall further if it stays below 50-DMA,0.0
Tech View: Nifty forms strong bearish candle; close to a make-or-break mark,1.0
"Sensex tanks 458 pts, Nifty barely holds 12,100; Tata Steel drops 4%",0.0
"Nifty earnings: HDFC drops 2% ahead of Q3 results, DRL surges 6% despite quarterly loss",0.0
"Sensex drops 200 points, Nifty below 12,200 on weak global cues",0.0
"Sensex gains 227 points, Nifty near 12,250; AU Small Finance Bank rallies 12%",1.0
"Sensex falls 80 pts, Nifty tests 12,150; Adani Group stocks tank up to 9%",0.0
"Trade setup: Nifty may consolidate in 12,111-12,216 zone; 50-DMA is strong support",1.0
"Sensex snaps 3-day losing streak, jumps 271 points; Nifty ends near 12,200",0.0
"Sensex gains 271 points, Nifty ends at 12,180; NIIT Tech jumps 9%",1.0
"Axis Bank, L&T drive Sensex 250 points higher; Nifty tops 12,150",1.0
"Sensex rises 100 points, Nifty stays above 12,100 level",1.0
F&O: Nifty forming lower highs and lows; market structure under stress,0.0
"Tech View: Nifty forms bearish candle, analysts say sell on rise",1.0
"Sensex drops 208 pts, Nifty a tad above 12,100; HDFC falls 2%",0.0
"Private banks drag Sensex 208 points lower; Nifty barely holds 12,100",0.0
"Sensex gains 200 points, Nifty reclaims 12,200",1.0
"Sensex falls 205 points, Nifty below 12,200; Voda Idea vaults 23%",0.0
Share market update: Nifty Energy Index down; IOC falls over 2%,0.0
Share market update: Nifty Financial Services index down; PFC falls 2%,0.0
"Sensex drops 200 points, Nifty below 12,200",0.0
"F&O: Nifty setup suggests further correction towards 12,150, 12,050",0.0
Tech View: Nifty50 forms a Bearish Engulfing Pattern; trend weakening,0.0
"Sensex drops 416 points, Nifty below 12,250; Kotak Bank falls 5%",0.0
Share market update: Nifty Energy Index down; IOC falls 4%,0.0
Share market update: Nifty Financial Services index down; PFC slumps 6%,0.0
"Sensex hit record high of 42,273, Nifty hits 12,400",1.0
"Sensex jumps 200 points, trades at all-time high; Nifty tops 12,400",1.0
"Nifty likely to move higher if it sustains above 12,400",1.0
"Sensex ends higher for 2nd day in listless trade; Nifty holds above 12,350",1.0
"Sensex gains 13 pts; Nifty above 12,350; Airtel jumps 5%, RIL 3%",1.0
Share market update: Nifty Energy index up; RIL rises 3%,1.0
Share market update: Nifty Financial Services index down; PFC falls 1%,0.0
"F&O: Nifty close to stiff hurdle, but not showing any weakness",0.0
"Sensex rises 60 pts, Nifty tops 12,350; midcaps, smallcaps extend rally",1.0
"Sensex gains 60 points, Nifty above 12,350; Nestle rises 3%",1.0
"Sensex tops 42,000 for first time ever; Nifty hits record high",1.0
"Market at record high: Sensex tops 42,000 for first time; Nifty nears 12,400",1.0
"Tech View: Nifty forms Dragonfly Doji, negates higher highs & lows",1.0
"Sensex snaps 4-day winning streak, Nifty below 12,350; smallcaps rally",1.0
"Sensex falls from record high,down 80 pts; Nifty below 12,350",1.0
Share market update: Nifty Commodities index down; BPCL loses 1%,0.0
Share market update: Nifty Service sector index down; IndusInd Bank loses 6%,0.0
"Sensex falls 100 points, Nifty below 12,350; YES Bank drops 3%",0.0
"Mid- & smallcaps regain some mojo in New Year, outperform large caps",1.0
Trade setup: Nifty may consolidate at higher levels; downside looks limited,1.0
"FMCG, bank stocks lift Sensex to all-time high, Nifty hits 12,350",1.0
Share market update: Nifty Energy index flat; HPCL gains 1%,1.0
"Sensex, Nifty turn sideways after scaling record highs",1.0
Nifty likely to maintain its strong momentum on softer BEER ratio,1.0
"Sensex, Nifty hit record highs on good set of Q3 earnings",1.0
Share market update: Nifty CPSE index advacnes; Indian Oil gain 1%,1.0
Share market update: Nifty Commodities index gains; Coal India climbs 2%,1.0
Share market update: Nifty Financial Services index rises; Edelweiss gains 4%,1.0
Share market update: Nifty Energy index up; Adani Transmissions gains 2%,1.0
Share market update: Nifty Services sector index up; Infosys gains 5%,1.0
"Sensex, Nifty hit record highs; Infosys rallies 4%, YES Bank plunges over 5%",1.0
"Sensex gains 200 points, Nifty tops 12,300 on firm global cues, macro data",1.0
Smallcaps lack earnings support to lure investors glued to largecaps,0.0
Trade setup: Nifty likely to stay muted; protect profit at higher levels,1.0
Dalal Street Week Ahead: Nifty50 lacks internal strength; financials look strong,1.0
"F&O: Nifty trading range shifts to 12,000-12,400 zone; VIX rises",1.0
"Sensex gains 147 points, Nifty tops 12,250 amid firm global cues",1.0
"Sensex gains 147 points, Nifty tops 12,250; Bajaj Electricals rises 10%",1.0
Share market update: Nifty Commodities index gains; Coal India advances 4%,1.0
Share marker update: Nifty Energy index advances; Tata Power climbs 2%,1.0
Share market update: Nifty Services sector index up; SBI gains 2%,1.0
"Sensex jumps nearly 200 pts amid easing geopolitical tensions; Nifty tops 12,250",0.0
F&O: Nifty negates lower highs; VIX eases to give bulls a leg-up,0.0
"Tech View: Nifty50 forms a bullish candle; next hurdle at 12,250-12,300",0.0
Share market update: Nifty Commodities index up; JSW Steel rises 3%,1.0
Share market update: Nifty Energy index rises; Tata Power climbs 3%,1.0
Share market update: Nifty Services sector index gains; Indiabulls Housing climbs 6%,1.0
Share market update: Nifty Financial Services index rises; Indiabulls Housing jumps 6%,1.0
"Sensex rises 450 pts as US-Iran tensions subside; Nifty above 12,150",1.0
"Sensex recovers from 350-pt hit to end 52 pts lower, Nifty holds 12k amid US-Iran tensions",0.0
"Sensex falls 350 points on US-Iran tensions, Nifty below 11,950",0.0
"Sensex rises 193 pts on gains in HDFC duo, Reliance; Nifty reclaims 12,050",1.0
"Sensex falls 350 pts from day’s high, ends 193 pts higher; Nifty above 12,050",1.0
Share market update: Nifty CPSE index advances; IOC gains 1%,1.0
Share market update: Nifty Financial Services index rises; PFC up 3%,1.0
Share market update: Nifty Energy index advances; RIL gains 1%,1.0
"Sensex rises 450 points on ease in US-Iran tensions, Nifty tops 12,100",1.0
Nifty may fall to support levels of 11800-11850,0.0
"F&O: Nifty50 breaches key support, VIX spikes 16% to signal sharp volatility ahead",0.0
"Tech View: Nifty stares at further decline; next stop at 11,830 level",0.0
"Sensex plunges 788 pts, Nifty breaks below 12,000",0.0
Share market update: Nifty Financial Services index dips; PFC falls 5%,0.0
"Sensex tanks 788 points, Nifty below 12,000: Top factors behind market fall",0.0
"Sensex drops 300 points, Nifty below 12,150 on weak global cues",0.0
Momentum slowing down in Nifty Private Bank index,0.0
"Trade setup: Nifty’s short-term structure fractured, prone to selloff",0.0
"Midcap bulls likely to get active now, but largecaps may see correction",0.0
F&O: Nifty needs to break out of consolidation range of last 12 days,0.0
"Sensex drops 162 points, Nifty gives up 12,250; HDFC Bank falls 2%",0.0
Share market update: Nifty CPSE index slips; Bharat Electronics drops 1%,0.0
Share market update: Nifty Commodities index down; JSW Steel loses 1%,0.0
"Sensex slips over 100 pts, Nifty below 12,250 amid rising Mid-East tensions, spike in oil prices",1.0
"Sensex rallies 321 points on upbeat macro data; Nifty ends at record high of 12,283",1.0
Share market update: Nifty CPSE index advances; NBCC climbs 3%,1.0
Share market update: Nifty Financial Services index rises; Edelweiss climbs 3%,1.0
Share market update: Nifty Energy index up; RIL gains 1%,1.0
"Sensex rises over 100 pts, Nifty tops 12,200; IB Realty jumps 9%",1.0
"Sensex gains 125 points, Nifty above 12,200 on firm global cues",1.0
"Tech view: Nifty forms indecisive candle, crucial support at 12,150",0.0
"Sensex begins Calendar 2020 on a happy note, gains 52 pts; Nifty near 12,200",1.0
Tech charts show 2020 might be a year of capped gains for Nifty,1.0
"Sensex gains 52 points, Nifty ends near 12,200 on Day 1 of Calender 2020",1.0
Share market update: Nifty Commodities index flat; Pidilite industries gain 1%,1.0
Share market update: Nifty Service sector index flat; Adani Ports gains 3%,1.0
Share market update: Nifty Financial Services index flat; Edelweiss rises 2%,1.0
"Sensex rises over 150 pts on first day of 2020, Nifty above 12,200; RIL top gainer",1.0
"Sensex rises 150 points on New Year's day; Nifty above 12,200",1.0
"Tech View: Nifty forms Black Marubozu, may see a small price/time correction",0.0
F&O: Nifty’s overall trend remains positive; it’s a ‘buy on dips’ market,1.0
Share market update: Nifty CPSE index rises; Coal India climbs 2%,1.0
Share market update: Nifty Energy index flat; GAIL India gains 2%,1.0
Share market update: Nifty Financial Services index down; Edelweiss falls 2%,0.0
Share market update: Nifty Service sector index down; Tech Mahindra loses 2%,0.0
"Sensex slips 150 points, Nifty below 12,250 amid weak global cues",0.0
"Sensex drops 85 points, Nifty below 12,250; bank stocks lead losers",0.0
"Tech View: Nifty forms small bearish candle, but looks ready to go higher",1.0
Share market update: Nifty Financial Services index down; PFC falls over 1%,0.0
Share market update: Nifty CPSE index flat; Coal India gains 1%,1.0
Share market update: Nifty Commodities index down; Hindalco Inds. loses 2%,0.0
Share market update: Nifty Service sector index rises; Bharti Airtel up 2%,1.0
Sensex rises 100 points; Nifty Bank hits fresh record high,1.0
"Sensex gains 100 points, Nifty tops 12,250; Reliance Infra rises 4%",1.0
"Trade setup: Record low VIX, yearend volume drop only risks to bullish Nifty",0.0
"Dalal Street Week Ahead: Nifty's next stop at 12,300; PSU banks, metals, pharma stocks looking strong",1.0
"F&O: Nifty makes higher highs, but Doji on weekly chart signals indecisiveness",1.0
Share market update: Nifty Energy index jumps; HPCL gains 3%,1.0
Share market update: Nifty Service sector index rises; Axis Bank climbs 3%,1.0
Share market update: Nifty Financial Services index up; PFC rises 3%,1.0
Tech View: Nifty forms bearish candle as supports shift lower,0.0
"Sensex drops 298 points, Nifty ends at 12,127; IOB soars 20%",0.0
"Sensex, Nifty volatile ahead of December F&O expiry",0.0
"Sensex, Nifty choppy ahead of F&O expiry; Tata Steel, M&M gain 1% each",1.0
"Trade setup: F&O expiry, low trading volume likely to keep Nifty depressed",0.0
"Tech View: Nifty negates higher highs & lows, likely to see more consolidation",1.0
"Sensex falls 181 pts in fag-end selloff, Nifty barely holds 12,200",0.0
"Sensex falls 181 pts; Nifty barely holds 12,200",0.0
Share market update: Nifty CPSE index advances; Indian Oil climbs 1%,1.0
Share market update: Nifty Commodities index flat; ONGC gains 1%,1.0
Share market update: Nifty Service sector index flat; Indiabulls Housing gains 3%,1.0
"Sensex, Nifty flat in a thin trade; bank, auto stocks gain",1.0
"Trade setup: Nifty vulnerable at higher levels; 12,300 stiff hurdle",0.0
F&O: Nifty setup still strong; lower volatility may support fresh buying,0.0
Stock market update: Nifty Bank index advances; Axis Bank up 1%,1.0
Share market update: Nifty Commodities index gains; Tata Chemicals climbs 3%,1.0
"Sensex slips 50 points, Nifty tests 12,250; Titan gains 2%",1.0
Share market update: Nifty Service sector index up; Zee Entertainment gains 3%,1.0
"Sensex falls 100 points, Nifty below 12,250; YES Bank drops 2%",0.0
Trade setup: Multiple signs suggest Nifty correction overdue; tread carefully,0.0
Dalal Street week ahead: Nifty losing momentum; stay alert & ride the rally,0.0
"Sensex ends flat, Nifty inches up to 12,270; Tata Steel gains 4%",1.0
"Sensex, Nifty end flat after Fitch lowers growth outlook; PSU banks rally on Operation Twist",1.0
Share market update: Nifty Energy index up; Adani Transmission gains 3%,1.0
Share market update: Nifty CPSE index rises; Coal India gains 1%,1.0
Share market update: Nifty Commodities index rises; Tata Chemicals gain 2%,1.0
Share market update: Nifty Service sector index up; Yes Bank rises 5%,1.0
"Sensex gains 70 points, Nifty near 12,300; autos, PSU bank rally",1.0
"Sensex rises 115 points, Nifty tops 12,250; YES Bank gains 6%",1.0
"RIL, TCS push Sensex 115 pts higher; Nifty hits fresh record high",1.0
Share market update: Nifty energy index up; RIL gains 2%,1.0
Share market update: Nifty Commodities index up; Jindal Steel gains 2%,1.0
"Sensex drops 50 pts on tepid global cues, Nifty tests 12,200",0.0
"Trade setup: Nifty50 likely to consolidate at higher levels; 12,200 to be key",1.0
"Sensex logs fresh highs, Nifty tops 12,200; Tata stocks erase gains after NCLAT order",1.0
Share market update: Nifty Financial Services index up; STF rises 1%,1.0
Share market update: Nifty Service sector index flat; Wipro gains 2%,1.0
"Sensex, Nifty scale fresh record highs; IT stocks lead gainers",1.0
"Sensex rises 100 pts to hit fresh record high of 41,480; Nifty nears 12,200",1.0
"F&O: Nifty forms higher highs, lows for 4th session, poised to gain more",1.0
"Sensex, Nifty hit fresh record highs on hopes of more govt reforms",1.0
"Sensex rallies 413 pts to end at record high of 41,352, Nifty scales fresh peak at 12,165",1.0
"Sensex, Nifty scale fresh record highs: 4 factors that drove market rally",1.0
Share market update: Nifty Financial Services index up; HDFC rises 2%,1.0
Share market update: Nifty Pharma index up; Glenmark Pharma rises 1%,1.0
"Sensex rises 100 points, Nifty nears 12,100; DHFL gains 5%",1.0
F&O: Nifty50 forms higher highs and lows; market outlook bullish,1.0
"FMCG stocks, RIL drag Sensex 71 pts lower; Nifty ends below 12,100",0.0
"Sensex snaps 3-day winning run, Nifty ends near 12,050; FMCG, auto stocks weigh",1.0
"Sensex rises 70 points, Nifty tops 12,100; IT stocks gain",1.0
"Sensex rises 100 points, Nifty above 12,100; Nifty Bank hits record high",1.0
"F&O: Nifty50 needs to hold above 12,035 level to hit new lifetime high",1.0
Share market update: Nifty Financial Services index up; Indiabulls Housing rises 4%,1.0
Share market update: Nifty Financial Services index up; Indiabulls Housing gains 2%,1.0
Share market update: Nifty Pharma index up; Glenmark Pharma rises 2%,1.0
"Sensex rises 130 pts on firm global cues, Nifty nears 11,950",1.0
"Sensex rises 150 points, Nifty tops 11,950 amid firm global cues",1.0
"F&O: Nifty must top 11,923 to extend gains towards 12,000-12,035",1.0
"Bank, IT stocks drive Sensex 173 points higher; Nifty tops 11,900",1.0
Share market update: Nifty Financial Services index up; REC rises 3%,1.0
Share market update: Nifty Pharma index up; Piramal Enterprises gains 1%,1.0
"Sensex rises 75 pts, Nifty nears 11,900; metal stocks gain",1.0
"Sensex gains 100 pts, Nifty nears 11,900; IT, bank stocks rise",1.0
F&O: Nifty hurdles shift lower in signs of further weakness ahead,0.0
"Sensex drops 248 pts, Nifty gives up 11,900; IT, PSU banks weigh",0.0
Share market update: Nifty Financial Services index flat; Edelweiss falls 3%,0.0
"Sensex, Nifty open flat amid mixed Asian cues; IT stocks drag",0.0
"Sensex ekes out small gains, Nifty nears 11,950; Vodafone Idea tumbles",1.0
Share market update: Nifty Financial Services index up; Cholamandalam Investment gains 3%,1.0
"Sensex slips 50 points, Nifty nears 11,900; auto stocks gain",1.0
"Sensex, Nifty trade lower amid FII selling; Vodafone Idea cracks 9%",0.0
Nifty tech charts indicate pause & further weakness,0.0
"Dalal Street week ahead: Nifty signals loss of momentum, volatility likely to increase",0.0
Tech View: Nifty50 forms a Bearish Candle; correction may have set in,0.0
Share market update: Nifty Financial Services index down; PFC slumps 5%,0.0
"Sensex rises 100 pts on positive global sentiment; Nifty nears 12,050",1.0
"Sensex rises 100 points, Nifty nears 12,050 amid firm global cues",1.0
"F&O: India VIX moves up 7%, 12,000 level critical for Nifty",0.0
"RBI disappointment sends Sensex 71 points lower; Nifty barely holds 12,000",0.0
"Sensex gains 100 pts ahead of monetary policy outcome; Nifty above 12,050",1.0
"Trade setup: Nifty must cross double top hurdle at 12,103 to extend rally",0.0
Tech View: Piercing Line on Nifty chart shows buying at lower levels,0.0
F&O: VIX shows bullish bias; Bank Nifty negates lower highs & lows,0.0
"Sensex gains 175 points, Nifty ends at 12,037; Tata Motors jumps 7%",1.0
Share market update: Nifty Financial Services index up; REC rises 1%,1.0
"Sensex declines 100 points on global selloff, Nifty tests 11,950",0.0
"Trade setup: Outlook positive as long as Nifty stays above 11,974",1.0
"Sensex falls 127 pts, Nifty below 12,000; market breadth worsens",0.0
Share market update: Nifty Financial Services index down; Edelweiss slumps 5%,0.0
"Sensex drops 60 points, Nifty below 12,050 on signs of fresh trade tensions",0.0
"Sensex ekes out small gains, Nifty slips below 12,050; telecom stocks rally",1.0
Share market update: Nifty Financial Services index down; Edelweiss falls 4%,0.0
"Sensex jumps 100 points, Nifty near 12,100; RIL hits fresh record high",1.0
"Sensex rises 120 points, Nifty nears 12,150; Bharti Airtel gains 8%",1.0
"Ready, steady, pause! Clear signs Nifty headed for major correction",0.0
Tech View: Nifty forms a Bearish Belt Hold pattern; momentum is weakening,0.0
"Sensex drops 336 points, Nifty below 12,050; Dish TV plunges 20%",0.0
"Sensex tanks 400 points, Nifty below 12,100: Key factors behind market fall",0.0
Share market update: Nifty Financial Services index down; PFC falls 2%,0.0
"Sensex falls 100 pts, Nifty holds 12,100; Indiabulls Housing surges 10%",0.0
"Tech View: Nifty50 forms an Inside Bar, expanding Bollinger Bands favour the bulls",1.0
"Sensex, Nifty at fresh closing highs; RIL m-cap tops Rs 10 lakh crore",0.0
"Sensex ends at record high of 41,130; Nifty tops 12,150",1.0
Share market update: Nifty Pharma index up; Biocon gains 2%,1.0
"Market opens at lifetime high: Sensex gains 100 pts, Nifty at 12,138",1.0
"Sensex, Nifty scale fresh record highs amid sustained FII buying",1.0
"FIIs cut bearish positions on index futures, hint at more upside for Nifty",0.0
"Sensex closes above 41,000 for first time, Nifty hits record high; YES Bank rallies 8%",1.0
"Sensex jumps 199 pts; Nifty hits record high of 12,110",1.0
"Sensex gains 200 points, Nifty nears 12,100 amid firm global cues",1.0
